,L2,P2,X2,dL2dt,dP2dt,dX2dt,F200,P100,F3,F2,F4,F5,T2,T3,F100,T100,Q100,T201,Q200
209.0,1.303435316005328,49.01472618887612,18.8939704946294,-0.0159973661971929,-0.2641983013718709,-0.8495876309380402,199.91945144032948,154.93344288278257,46.72340508345329,3.5456683198379704,6.774279004105888,7.831072209593372,81.86292540429397,79.85046617776018,7.9266062688820345,113.82876351537196,290.1137894410825,46.54412531770028,301.4962800693448
209.155051,1.3011392642661077,48.97412203539124,18.768525851361844,-0.015360136586251254,-0.25952673107711194,-0.8006109783017221,199.91945144032948,154.93344288278257,46.72340508345329,3.51717658002664,6.790026151698385,7.828133076006832,81.80090811621143,79.82987987194336,7.9419847683534375,113.82876351537196,290.6766425217358,46.53603944380982,301.38312342626307
209.644949,1.2930604493485973,48.85048222271058,18.393488187946172,-0.017156080222261963,-0.24543952978862021,-0.7240991938459803,199.91945144032948,154.93344288278257,46.72340508345329,3.5056963213305385,6.8374252831147,7.819183402269181,81.61423522382624,79.76719448691426,7.988274263841374,113.82876351537196,292.3708380565943,46.51141792489185,301.0385609873635
210.0,1.2870045317172996,48.7650315800047,18.149889426717003,-0.016712404979423705,-0.23601305014400628,-0.64474263042696,199.91945144032948,154.93344288278257,46.72340508345329,3.465302246742987,6.868945852845487,7.812998053421511,81.49009717012237,79.72387101106239,8.019056922230515,113.82876351537196,293.4974833536369,46.49440136226271,300.8004250567282
210.155051,1.284623354333317,48.728730945039594,18.055818553928543,-0.015830586062136682,-0.23219534189301017,-0.6011072926035522,199.91945144032948,154.93344288278257,46.72340508345329,3.4350226585864982,6.881589062656235,7.810370430228275,81.4403041786923,79.70546658913507,8.031404148561466,113.82876351537196,293.94939183734965,46.4871724871039,300.69926156378864
210.644949,1.2764332787786166,48.61784924604715,17.77418935771032,-0.01714357358582744,-0.22064738827711416,-0.542156284657796,199.91945144032948,154.93344288278257,46.72340508345329,3.4231167716665847,6.919754700049964,7.80234425315842,81.28999572980032,79.64924956774591,8.068676310458574,113.82876351537196,295.31355296278383,46.46509160724645,300.39025374659917
211.0,1.2704418076839223,48.540896560415455,17.592992129588204,-0.016363840340593558,-0.21291590410501823,-0.47512133743593604,199.91945144032948,154.93344288278257,46.72340508345329,3.3821663938930824,6.945110412918789,7.796774029338861,81.19013684803859,79.61023455613064,8.093438434180339,113.82876351537196,296.2198466910004,46.44976731999633,300.17580012954613
211.155051,1.2681207917197896,48.50812272082455,17.52465293501016,-0.01537086592532463,-0.20979835332752678,-0.4373149981953916,199.91945144032948,154.93344288278257,46.72340508345329,3.3522090384196113,6.955208280086881,7.7944016933969875,81.15036822749923,79.59361821945805,8.103299905535366,113.82876351537196,296.5807765425944,46.44324076763422,300.08446519578405
211.644949,1.2602511095174744,48.40769449136418,17.31975874580618,-0.01631982302689906,-0.20033492231968383,-0.392922731410943,199.91945144032948,154.93344288278257,46.72340508345329,3.3406039585989475,6.9857925019390334,7.7871321912177685,81.02991781028913,79.54270110712164,8.133168136389486,113.82876351537196,297.6739537918552,46.42324158211343,299.8045893618841
212.0,1.2545849056937801,48.33770465996877,17.189534504580063,-0.015368246930699199,-0.19398914572689324,-0.3373523071844741,199.91945144032948,154.93344288278257,46.72340508345329,3.3012555475873726,7.0061093910266115,7.782065973934184,80.94990342317018,79.50721626260416,8.1530093975613,113.82876351537196,298.40014395074365,46.4093038712709,299.6095399964661
212.155051,1.2524117527253462,48.307821510202686,17.14192767272815,-0.014353698374912485,-0.1914383604209492,-0.30521177726558923,199.91945144032948,154.93344288278257,46.72340508345329,3.272924528468901,7.014149439029349,7.779902880713146,80.91823915062466,79.49206550567276,8.16086122426413,113.82876351537196,298.6875208080672,46.403352968229704,299.5262609074561
212.644949,1.2451153764231746,48.21596701105035,16.998976330564034,-0.01503265850995773,-0.1836648954596903,-0.27258298558999,199.91945144032948,154.93344288278257,46.72340508345329,3.262058763626732,7.038594406572423,7.7732539884111835,80.8219670743402,79.44549527460254,8.184733923635967,113.82876351537196,299.5612616050764,46.38506114750024,299.2702785538305
213.0,1.2399202078585272,48.15169443667853,16.909714800581522,-0.014021076506134933,-0.17843924176077428,-0.22717925719641877,199.91945144032948,154.93344288278257,46.72340508345329,3.225576882115873,7.054844648006826,7.768601615049922,80.75796844230044,79.41290907939602,8.200603739286148,113.82876351537196,300.14209685787307,46.37226196597859,299.091162179422
213.155051,1.2379418916752807,48.1241872184044,16.87856670947321,-0.013042026722931149,-0.17634275214431477,-0.20023397927002853,199.91945144032948,154.93344288278257,46.72340508345329,3.1996010392926366,7.061239495165986,7.766610503743245,80.73278349523724,79.39896291973103,8.20684888006985,113.82876351537196,300.3706690105566,46.36678420375594,299.01450439411497
213.644949,1.2313465644474058,48.03939000888498,16.78488600052304,-0.013523837674417468,-0.16992628964399972,-0.1769454816819014,199.91945144032948,154.93344288278257,46.72340508345329,3.1897094583764036,7.080767295111946,7.760472453687944,80.6558767927533,79.35597073450468,8.225919525047464,113.82876351537196,301.0686546167372,46.34989776521235,298.77818946698585
214.0,1.226688695686608,47.9798338858891,16.728074828032558,-0.012525104211945704,-0.16559805472064718,-0.14030314312437106,199.91945144032948,154.93344288278257,46.72340508345329,3.1567328222370294,7.093769262001885,7.756161480884473,80.6046709015583,79.32577578014578,8.238617109785883,113.82876351537196,301.53338621816334,46.33803781349266,298.61221701405225
214.155051,1.2249243247917792,47.95428988621376,16.709812567489784,-0.011615241761284041,-0.16386278011426572,-0.11796266077196672,199.91945144032948,154.93344288278257,46.72340508345329,3.1334434784330414,7.098861356792639,7.754312477249702,80.58461660869496,79.31282497231038,8.243589996245985,113.82876351537196,301.7153938626031,46.33295100482148,298.5410303741135
214.644949,1.2190731113624138,47.87533722318146,16.654780812368735,-0.011955481690767327,-0.1585273687785412,-0.10199441343115237,199.91945144032948,154.93344288278257,46.72340508345329,3.124621623958895,7.114488009856451,7.748597484970616,80.52307386648518,79.272795972153,8.258850822022213,113.82876351537196,302.273940086013,46.31722844390581,298.3210031713687
215.0,1.2149658641694334,47.819699876142664,16.623317931308087,-0.011014236292002112,-0.15491275098093082,-0.07276228822537525,199.91945144032948,154.93344288278257,46.72340508345329,3.0953655568120695,7.124919169027972,7.744570172951695,80.48199263576862,79.24458783720434,8.269037782858332,113.82876351537196,302.64678285261493,46.306148873636644,298.16595165864027
215.155051,1.2134162184612753,47.795790746946246,16.614998910414258,-0.010190910975276558,-0.15346265270903744,-0.05441429077927499,199.91945144032948,154.93344288278257,46.72340508345329,3.0748293208471678,7.128988898658364,7.742839509494513,80.4659647428805,79.23246590870176,8.273012238206649,113.82876351537196,302.7922479183634,46.30138763157345,298.0993211155388
215.644949,1.2082972948970072,47.72171992244844,16.589844797380458,-0.010431449604437,-0.1489824973870532,-0.044119965117145284,199.91945144032948,154.93344288278257,46.72340508345329,3.0670810923063776,7.1415478997823625,7.737477889330576,80.41650339210817,79.19491200068136,8.285277227215756,113.82876351537196,303.2411465160967,46.286637235506824,297.8928987392271
216.0,1.2047203997048177,47.66937002757368,16.577884199013596,-0.009572438636446344,-0.1459315603623625,-0.021070528343951442,199.91945144032948,154.93344288278257,46.72340508345329,3.0414864744850365,7.14996229824389,7.7336885396933415,80.38336480809703,79.16837060397987,8.293494640657315,113.82876351537196,303.5419038480577,46.276212325446984,297.7470087781936
216.155051,1.2033748320204998,47.64683631976903,16.577112205849254,-0.00884194276243601,-0.14470514486364175,-0.006129479768190789,199.91945144032948,154.93344288278257,46.72340508345329,3.023601998524089,7.153236856724631,7.732057436179199,80.37046855273076,79.15694601412291,8.29669254018606,113.82876351537196,303.65894697080984,46.271724983538455,297.68421129289914
216.644949,1.198942892538664,47.57688816640905,16.574674429953536,-0.009013952183035977,-0.1408973380509935,-0.00018534999191773414,199.91945144032948,154.93344288278257,46.72340508345329,3.016874160102499,7.16340488355822,7.726994235762194,80.3304236210588,79.1214823003694,8.306622528735865,113.82876351537196,304.02238455173267,46.25779557242168,297.48927807684447
217.0,1.1958562668825905,47.5273292420056,16.57745568648469,-0.008248281790278953,-0.13828893438584394,0.01776268505134204,199.91945144032948,154.93344288278257,46.72340508345329,2.9947144626933206,7.170251173112257,7.723406910655634,80.30346074990545,79.09635592569684,8.313308543435948,113.82876351537196,304.2670926897557,46.24792645366213,297.3511660602419
217.155051,1.1946975844863033,47.505967226112084,16.582298345432523,-0.0076097163391477115,-0.13723690693658996,0.02983340288931788,199.91945144032948,154.93344288278257,46.72340508345329,2.979281334412952,7.172912992370002,7.721860620116362,80.29297765696677,79.08552538363882,8.315908048254695,113.82876351537196,304.3622345661218,46.24367244140633,297.29163387447994
217.644949,1.1908888730985983,47.43954671970305,16.59678779057768,-0.007736116113702234,-0.1339545921874047,0.032482597677939526,199.91945144032948,154.93344288278257,46.72340508345329,2.9734879224315165,7.181234399842528,7.717052768592147,80.26020530111981,79.05185018688945,8.324034647669977,113.82876351537196,304.6596681047212,46.230445522668475,297.10653159079766
218.0,1.1882422021919552,47.39239060997281,16.610472404916905,-0.007065848666477921,-0.13169169087593424,0.04626416975585493,199.91945144032948,154.93344288278257,46.72340508345329,2.9544443654929915,7.186872607836568,7.713639371340305,80.23800024033774,79.02794203925622,8.329540862566782,113.82876351537196,304.86119556994424,46.22105489821954,296.9751157966017
218.155051,1.1872500360702591,47.37204122230509,16.619386155058468,-0.006513894984883863,-0.1307748728013872,0.055943922267526126,199.91945144032948,154.93344288278257,46.72340508345329,2.9412110109597753,7.189066888737902,7.712166379943452,80.22935846251781,79.01762489970868,8.33168377432163,113.82876351537196,304.9396261401717,46.21700253982004,296.9184056278229
218.644949,1.1839926346433343,47.308684559853326,16.646168398753346,-0.00661129237574242,-0.12790115943666328,0.05613425185018992,199.91945144032948,154.93344288278257,46.72340508345329,2.9362501803512946,7.195975667163554,7.707580304910207,80.2021494902639,78.98550307184563,8.338430814999496,113.82876351537196,305.1865678289816,46.204385752158245,296.74184173904297
219.0,1.1817318516351216,47.26362937943626,16.667692060374716,-0.006032762091499016,-0.12590672872839712,0.06654765005960377,199.91945144032948,154.93344288278257,46.72340508345329,2.9199631732166718,7.200692068613309,7.704318983526897,80.18357479756455,78.96266009537418,8.343036803276163,113.82876351537196,305.35514699990756,46.19541350484615,296.61628086578554
219.155051,1.1795883742594893,47.24935611644396,16.678897818551494,-0.005524861655933012,-0.12536195944035358,0.07433847219540508,199.91945144032948,154.93344288278257,46.72340508345329,2.908659258175608,7.201837974943052,7.7032858127044666,80.17906185307413,78.95542355103709,8.34415588340053,113.82876351537196,305.3961053324594,46.19257114034263,296.576503789122
219.644949,1.1804447198099806,47.17433312526768,16.716808276810788,-0.005373446996906117,-0.12208205031735435,0.07778306700910674,199.91945144032948,154.93344288278257,46.72340508345329,2.8979418712974465,7.209527068640676,7.697855269910093,80.14877975048138,78.91738689451071,8.35166497180336,113.82876351537196,305.670937968003,46.1776311306768,296.36742789153857
220.0,1.1703159693952212,47.16509191202607,16.743352930554735,-0.05924242771127109,0.10093030640144056,0.07035229988642198,226.52195003967594,186.10559878195681,46.37135749628878,2.9022235990499023,8.28262495517552,7.878903729569758,80.15188774388525,78.91270159939721,9.480529568168775,118.62304109266495,346.9873821949772,44.130141915626105,303.33779358843566
220.155051,1.1616116308701263,47.18063468694722,16.761755543261334,-0.05652744590328589,0.09972842904251292,0.11012578464516275,226.52195003967594,186.10559878195681,46.37135749628878,2.8515798469761067,8.27896907108961,7.880055354919559,80.16636922301305,78.92058178628224,9.476960865930577,118.62304109266495,346.8567676930591,44.13293808589693,303.382131164403
220.644949,1.1342387550056254,47.228618474232874,16.817152606103527,-0.05379262332190846,0.09604591239174758,0.13882287457406736,226.52195003967594,186.10559878195681,46.37135749628878,2.8080581543506313,8.267794312087537,7.883610662520547,80.21063403979714,78.94490956643607,9.466052591345031,118.62304109266495,346.45752484322816,44.14157044660281,303.51901050704106
221.0,1.1163096899970828,47.26217795473808,16.883181319616174,-0.04645096764780172,0.09293209036270283,0.24508755781916203,226.52195003967594,186.10559878195681,46.37135749628878,2.6711937750281263,8.257825577927907,7.886097216477096,80.25012161989292,78.96192422305221,9.456321581534139,118.62304109266495,346.1013698841495,44.147607851259906,303.6147428343682
221.155051,1.109879670598402,47.27644046845298,16.933255752923557,-0.04167001113862655,0.09117444763760346,0.31429899289248525,226.52195003967594,186.10559878195681,46.37135749628878,2.581548449985414,8.251851772787116,7.887153982236703,80.27378471544709,78.96915531750565,9.450490233691722,118.62304109266495,345.887942553117,44.15017370047532,303.6554283161131
221.644949,1.0898267582341572,47.319814080996046,17.084942149965883,-0.039156507803971015,0.08584102480899349,0.3221838310966526,226.52195003967594,186.10559878195681,46.37135749628878,2.5493983529920095,8.233731803087412,7.890367703851437,80.34556050396671,78.991145739065,9.432802370809892,118.62304109266495,345.2405667716421,44.157976683311176,303.77915659828034
222.0,1.076842477650775,47.349573444221505,17.21020959296842,-0.03343803550553344,0.08176355669335285,0.3924947066377979,226.52195003967594,186.10559878195681,46.37135749628878,2.4491337911707856,8.219626918939882,7.892572692166471,80.40143196503674,79.0062337362203,9.419033845757136,118.62304109266495,344.73663875471124,44.163330440741994,303.86404864840915
222.155051,1.072227325523556,47.36208441720598,17.27969477815935,-0.02982909999018803,0.07971748304207009,0.440076882234915,226.52195003967594,186.10559878195681,46.37135749628878,2.3842123882538746,8.212369611549885,7.893499679381605,80.43017919635548,79.01257679952343,9.411949603336598,118.62304109266495,344.4773554821195,44.16558118495568,303.8997376561918
222.644949,1.0579870189735865,47.399624151980206,17.49096204289731,-0.027575573004470513,0.0735234216084111,0.4350724434140275,226.52195003967594,186.10559878195681,46.37135749628878,2.361136627617779,8.190374832471631,7.896281146037987,80.51730365836178,79.03160944505397,9.39047933363418,118.62304109266495,343.691543611011,44.17233464377387,304.0068241224625
223.0,1.0489047800283275,47.42492353038013,17.652035366098847,-0.02320058443252243,0.06898022931346126,0.4788992359684288,226.52195003967594,186.10559878195681,46.37135749628878,2.2899350948679325,8.174076593782516,7.8981556765286705,80.58186331010397,79.04443622990271,9.374569758953541,118.62304109266495,343.10925317769966,44.176886042742915,304.0789935463538
223.155051,1.045715343610333,47.435446482786574,17.732225251156684,-0.020539013196877808,0.06683025007974247,0.5099798310569862,226.52195003967594,186.10559878195681,46.37135749628878,2.244523900141638,8.166256363795918,7.898935363476948,80.61284035824451,79.04977136677279,9.366936017948468,118.62304109266495,342.82985825691395,44.17877913884895,304.10901149386245
223.644949,1.0360185998758817,47.46658995901719,17.976668553644732,-0.018556350304658027,0.06032684546772868,0.4968807496640262,226.52195003967594,186.10559878195681,46.37135749628878,2.2285767180516647,8.142550288041496,7.901242906170581,80.70674351085339,79.06556110922172,9.343795260852321,118.62304109266495,341.982906547195,44.18438190044127,304.19785188756737
224.0,1.0299665689061395,47.48718057051491,18.156510558150032,-0.015276574198001183,0.05566748474665928,0.5208559219549113,226.52195003967594,186.10559878195681,46.37135749628878,2.180092999379409,8.125438484580615,7.902768545593977,80.77452580887888,79.07600054925106,9.327091522474559,118.62304109266495,341.37154972256883,44.18808618465179,304.25658900536814
224.155051,1.0278789153870092,47.495643002943744,18.2410916446043,-0.013369834762279514,0.05354207255131841,0.5392351031212522,226.52195003967594,186.10559878195681,46.37135749628878,2.1498328445306973,8.117563850714893,7.903395560509619,80.80571835855652,79.08029100249247,9.319404674959369,118.62304109266495,341.0902111035129,44.189608589891286,304.2807290796203
224.644949,1.0216739042313236,47.52029086314762,18.499375830825752,-0.011654050341344433,0.04711615310955104,0.5211267835474428,226.52195003967594,186.10559878195681,46.37135749628878,2.1393945769350458,8.093686429891843,7.905221817453639,80.90030023345983,79.09278746761584,9.296096658859504,118.62304109266495,340.23713771425787,44.1940427796863,304.3510399719651
225.0,1.0179331789087138,47.536212063757894,18.68546228618019,-0.009255668647293123,0.04258559248437784,0.5302070413548106,226.52195003967594,186.10559878195681,46.37135749628878,2.108369521156619,8.076743851789244,7.9064014818517325,80.96741220566636,79.10085951632524,9.279558110323835,118.62304109266495,339.6318268378524,44.1969070293488,304.3964570512917
225.155051,1.0166811231502801,47.54265627764831,18.769845242513806,-0.007941844286531791,0.04057300804306356,0.5388647275429016,226.52195003967594,186.10559878195681,46.37135749628878,2.089665894543569,8.069170991187066,7.906878959014813,80.99740938833712,79.1041267327677,9.272165839686831,118.62304109266495,339.36126973253806,44.198066353818895,304.4148399220703
225.644949,1.013106615547651,47.56103199108258,19.027821581730198,-0.006480636408711823,0.03449165612426684,0.51786648305538,226.52195003967594,186.10559878195681,46.37135749628878,2.0834056157514014,8.046207112422834,7.9082404879257675,81.08837259264084,79.11344321947887,9.249749580413326,118.62304109266495,338.5408346431277,44.20137217429631,304.467258785142
226.0,1.0110912003222345,47.572522265167215,19.211019649416105,-0.004782687924518389,0.030257208302207177,0.5159501728525736,226.52195003967594,186.10559878195681,46.37135749628878,2.0655330777382543,8.030120680752114,7.909091847543285,81.15209324652538,79.11926878843978,9.234046761790276,118.62304109266495,337.96611148152414,44.20343929313204,304.50003613041645
226.155051,1.0104584612796068,47.577069295549286,19.291931371050286,-0.003927336867742182,0.02841549520706406,0.517314194035192,226.52195003967594,186.10559878195681,46.37135749628878,2.055456001611172,8.023090735743672,7.9094287549154165,81.17993986297081,79.12157413284349,9.22718445984183,118.62304109266495,337.714951230211,44.2042573112298,304.5130070642435
226.644949,1.0088171354676907,47.589614875751074,19.53946702032811,-0.0027034843833594617,0.022854768738426637,0.4949651081531248,226.52195003967594,186.10559878195681,46.37135749628878,2.052292306398034,8.001777381269155,7.910358306315449,81.26436510477637,79.12793474200579,9.206379364814367,118.62304109266495,336.9534847522059,44.20651428133768,304.54879479314474
227.0,1.008054717254357,47.59704446328706,19.713313664842385,-0.0015545161332665989,0.01902396290945461,0.4852148942407636,226.52195003967594,186.10559878195681,46.37135749628878,2.0440856773384533,7.98700464532688,7.910908793689061,81.32288202221174,79.13170154288655,9.191958914224948,118.62304109266495,336.4256962606331,44.20785087611551,304.5699885570288
227.155051,1.0078675614278996,47.59986654251885,19.788524894832936,-0.0010471354485679287,0.017387807514060268,0.4812997672895352,226.52195003967594,186.10559878195681,46.37135749628878,2.0402735862717853,7.980669122699573,7.9111178926433325,81.34797793240337,79.13313233705706,9.185774474770927,118.62304109266495,336.1993457766159,44.208358572719874,304.5780388667683
227.644949,1.007601432953128,47.607162258491606,20.018702344545936,-4.038685854734919e-05,0.012452867271341391,0.4587551729447689,226.52195003967594,186.10559878195681,46.37135749628878,2.039337807139497,7.96146993003145,7.911658460946084,81.42402867727394,79.13683126505525,9.167033125144878,118.62304109266495,335.51341238030255,44.20967108378762,304.59885074642426
228.0,1.0077160172301873,47.610980809824774,20.178889004220775,0.0006852839247515619,0.009086441075045987,0.44376398161937336,226.52195003967594,186.10559878195681,46.37135749628878,2.03800716476564,7.94828715673933,7.911941392439145,81.47624752551701,79.13876727058116,9.154164721375029,118.62304109266495,335.04242880232607,44.21035804732981,304.6097436089071
228.155051,1.0078366812721002,47.61227989805489,20.247011429502543,0.0009346464870360154,0.007672334277681547,0.436242284787285,226.52195003967594,186.10559878195681,46.37135749628878,2.038580086150937,7.942726984108343,7.912037646997617,81.49827216361012,79.13942590831384,9.148737142150225,118.62304109266495,334.84377940269826,44.210591755397175,304.61344940940825
228.644949,1.0085053091331841,47.61498154822096,20.455517019890095,0.0017463599128694947,0.003412893123387733,0.41437245622576585,226.52195003967594,186.10559878195681,46.37135749628878,2.039183406360501,7.925889395382109,7.912237822888558,81.56496825789853,79.14079564494803,9.13230107930984,118.62304109266495,334.24221950274017,44.211077786618425,304.62115618120947
229.0,1.0092019376508028,47.615677213233624,20.599479811638364,0.0021521872582687786,0.0005350854305342286,0.3962507828909711,226.52195003967594,186.10559878195681,46.37135749628878,2.0425265456659205,7.9144297091687035,7.912289367446566,81.61036171207014,79.14114834710945,9.121114672170606,118.62304109266495,333.8327970014442,44.211202937875946,304.6231406466928
229.155051,1.009522862580093,47.61566824486341,20.659799245456803,0.0022159768409888685,-0.0006544820046299208,0.38649252932062106,226.52195003967594,186.10559878195681,46.37135749628878,2.046009688254014,7.909670774926209,7.912288702944728,81.62921253044507,79.14114380014574,9.116469224206847,118.62304109266495,333.6627736059706,44.21120132445168,304.62311506337204
229.644949,1.0107842965039697,47.61445841299513,20.844410602447347,0.0028556144785486627,-0.004231416053185328,0.3659343253227301,226.52195003967594,186.10559878195681,46.37135749628878,2.0476143129004654,7.8952733975285625,7.912199061741304,81.68624259906309,79.14053041538853,9.102415180988903,118.62304109266495,333.1483956241939,44.21098367374775,304.61966387704024
230.0,1.011835719167417,47.61252630054182,20.970977707194443,0.0030259719133255746,-0.006624206178437405,0.3463629188874244,226.52195003967594,186.10559878195681,46.37135749628878,2.053921482519849,7.885559079213639,7.912055903927389,81.72472240165327,79.1395508343747,9.092932519969464,118.62304109266495,332.8013302308824,44.21063608360189,304.61415230120446
230.155051,1.0122745270736717,47.611424350295394,21.02330820624812,0.002961791974641405,-0.007597172856929692,0.335462686400386,226.52195003967594,186.10559878195681,46.37135749628878,2.0591785958370856,7.881585564670086,7.911974256097805,81.74046206039907,79.13899214559976,9.0890537618054,118.62304109266495,332.6593676820777,44.21043784097568,304.6110088597655
230.644949,1.0138687143841734,47.60697544389012,21.183441101967986,0.0034524096419098994,-0.010516361830940029,0.3166517094732926,226.52195003967594,186.10559878195681,46.37135749628878,2.061372635368358,7.869579171793444,7.911644619117204,81.78802109776387,79.13673655005229,9.077333685313723,118.62304109266495,332.2304128824823,44.20963747553957,304.5983178360123
231.0,1.0151037832104213,47.60289409360034,21.292517874972937,0.0034553291849515407,-0.012448092858827586,0.29692325027072997,226.52195003967594,186.10559878195681,46.37135749628878,2.0693435719208666,7.861549844380103,7.911342215815414,81.8198264106825,79.13466730545538,9.069495833227096,118.62304109266495,331.9435474961117,44.20890323404132,304.58667530889346
231.155051,1.0155989028520698,47.600904913103356,21.33707142560246,0.0033082617280162318,-0.013219745054506567,0.28572523215036016,226.52195003967594,186.10559878195681,46.37135749628878,2.075518916052107,7.858315849387569,7.911194829605596,81.83263672684218,79.13365879094341,9.066338959295383,118.62304109266495,331.828005910211,44.20854537726238,304.58100093981545
231.644949,1.0173332356216296,47.59385237066507,21.473373440481655,0.003672312014932809,-0.015528258386457274,0.26892238940076196,226.52195003967594,186.10559878195681,46.37135749628878,2.0779945142603493,7.8485592454409945,7.910672278986824,81.87128402886007,79.1300831519272,9.056815021029518,118.62304109266495,331.4794297696804,44.207276613505606,304.5608827409927
232.0,1.0186267939773084,47.58806715210974,21.565660559809288,0.003561867569293485,-0.01703678971876899,0.24998327506425697,226.52195003967594,186.10559878195681,46.37135749628878,2.086666178108148,7.842096470505982,7.910243629381058,81.89688400362121,79.12715004611964,9.050506363852874,118.62304109266495,331.24853291701515,44.20623584335892,304.54437973117075
232.155051,1.0191336503080466,47.58538061699525,21.602931661321122,0.003366498965504135,-0.017627130655096145,0.23910849452756217,226.52195003967594,186.10559878195681,46.37135749628878,2.0931339698865425,7.839536050803376,7.910044573423761,81.90702619183352,79.12578797281658,9.048007002464846,118.62304109266495,331.1570562902134,44.20575253135981,304.5367160768148
232.644949,1.02087037933802,47.57630486144956,21.716922475284356,0.0036252365724407844,-0.01938627449355218,0.22442675236930326,226.52195003967594,186.10559878195681,46.37135749628878,2.095668251540232,7.831827017010952,7.909372114985161,81.93756277596395,79.12118656475492,9.040481805958919,118.62304109266495,330.88163409809647,44.20411978830262,304.5108264269287
233.0,1.0221344634070866,47.5692172873501,21.793668659191628,0.003443638937676684,-0.02051791104410211,0.20692260105972546,226.52195003967594,186.10559878195681,46.37135749628878,2.1043518966901003,7.826775324556365,7.9088469687327745,81.95757325143913,79.1175931646865,9.035550581186541,118.62304109266495,330.7011512714274,44.20284472229351,304.4906082962118
233.155051,1.022622164604288,47.56600331447963,21.824334797108975,0.0032258379017712623,-0.020949476976923818,0.1967990353014484,226.52195003967594,186.10559878195681,46.37135749628878,2.110672317035433,7.8248109249291415,7.908608832836836,81.96535451898802,79.11596368044117,9.033633026586434,118.62304109266495,330.63096877306356,44.20226652339163,304.48144006421825
233.644949,1.0242674716034625,47.55541906186734,21.918096850907812,0.003398851495136926,-0.02222811420982266,0.184231616215728,226.52195003967594,186.10559878195681,46.37135749628878,2.1131108230214397,7.818912147075823,7.907824603915113,81.98872042073847,79.11059746436673,9.027874916856177,118.62304109266495,330.4202219569361,44.20036239927971,304.45124725073185
234.0,1.0254436875656867,47.54738100734154,21.980888950346333,0.0031783110842082264,-0.023033153132394058,0.16855595536001883,226.52195003967594,186.10559878195681,46.37135749628878,2.1213373580173123,7.815096420298524,7.907229032828099,82.00383505960127,79.10652217072216,9.024150183694372,118.62304109266495,330.283896723214,44.198916340309275,304.42831776388186
234.155051,1.0258921604350206,47.543787502439436,22.005727944355613,0.002956793699674215,-0.023329271933128854,0.15945048894651742,226.52195003967594,186.10559878195681,46.37135749628878,2.1272184378284336,7.813645688178083,7.906962775910598,82.00958161677555,79.10470026373679,9.022734047174836,118.62304109266495,330.232066126599,44.1982698629829,304.41806687255803
234.644949,1.0273867340085998,47.53213903971194,22.08165050701746,0.003061678719122,-0.024198518007913023,0.148899539898816,226.52195003967594,186.10559878195681,46.37135749628878,2.129460802175103,7.809305623442458,7.90609969547411,82.02677323319588,79.09879449313397,9.018497479939116,118.62304109266495,330.0770077657717,44.19617428575524,304.3848382757532
235.0,1.0284397089045803,47.52345086992937,22.132242538272344,0.002826073680048575,-0.024727774608424218,0.13524328632039503,226.52195003967594,186.10559878195681,46.37135749628878,2.136933670042999,7.806544856356029,7.905455954789727,82.03770902601627,79.0943895910542,9.015802548850234,118.62304109266495,329.97837328791854,44.19461127000181,304.3600542594045
235.155051,1.0288372453866907,47.519603273591144,22.152066974126853,0.0026137787439627514,-0.02491124766002765,0.12729371849258106,226.52195003967594,186.10559878195681,46.37135749628878,2.1421985445229015,7.805525880597845,7.905170871237955,82.04174533456084,79.09243885971071,9.014807872601354,118.62304109266495,329.9419681372096,44.19391908121636,304.3490785426613
235.644949,1.0301482405754274,47.50726435964285,22.212643943953225,0.002665952231076108,-0.02544047602719644,0.11859773957993586,226.52195003967594,186.10559878195681,46.37135749628878,2.1441862269334533,7.8024947284450255,7.904256632553811,82.0537521612552,79.08618303033893,9.01184900431727,118.62304109266495,329.8336735580121,44.19169929070074,304.31388035332174
236.0,1.0310600640642893,47.49817601378436,22.252824464021675,0.002432322931863661,-0.025742725690951672,0.10699667724181254,226.52195003967594,186.10559878195681,46.37135749628878,2.1507412028771364,7.80061233848559,7.903583241249397,82.06120857679447,79.08157523898868,9.010011503700856,118.62304109266495,329.76642103545134,44.19006428262596,304.2879547881018
236.155051,1.031401247548948,47.494178038173246,22.26843245239467,0.0022376124405674735,-0.0258348961595991,0.1002420201148627,226.52195003967594,186.10559878195681,46.37135749628878,2.155300320321447,7.799947430867204,7.9032870155056,82.06384237085668,79.07954826535384,9.009362452130793,118.62304109266495,329.742665747987,44.18934504036684,304.2765500969656
236.644949,1.0325155236861778,47.48145517745913,22.316111152245416,0.0022502580383065673,-0.0260889318014349,0.0932004521200834,226.52195003967594,186.10559878195681,46.37135749628878,2.1570062377447403,7.797988601489129,7.902344328694868,82.07160157385296,79.07309777497179,9.007450334946135,118.62304109266495,329.67268225902853,44.18705617720893,304.2402566547524
237.0,1.0332811044078798,47.472169342246474,22.34760626074892,0.002030137361348929,-0.026209167571253102,0.08357834374991813,226.52195003967594,186.10559878195681,46.37135749628878,2.16257761843089,7.796819634342132,7.901656304627144,82.07623201971573,79.06838985651896,9.00630924415227,118.62304109266495,329.6309183359731,44.185385640480895,304.213767728145
